Country Name,Country Code,Country Code.1,Region,Income Group,Sub-Region,INFORM: Hazard & Exposure risk score,INFORM: Vulnerability risk score,INFORM: Lack of Coping Capacity risk score,INFORM: Epidemic risk score,INFORM: Epidemic risk class,Death by communicable diseases (% of total),Diabetes prevalence (% of population ages 20 to 79),"Employment in agriculture, female (%)","Employment in agriculture, male (%)","Employment in industry, female (%)","Employment in industry, male (%)","Employment in services, female (%)","Employment in services, male (%)",Fixed broadband subscriptions (# per 100 people),Fixed telephone subscriptions (# per 100 people),GDP growth (annual %),GDP per capita (current US$),GDP per capita growth (annual %),"GNI, PPP (current international $)","GNI per capita, PPP (current international $)","Labor force, total (#)",Mobile subscriptions (# per 100 people),Net migration (#),Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Population ages 65 and above (% of total population),Urban population (%),"Population, total (#)",Refugee population by country of asylum (#),"Wage and salaried workers, female (%)","Wage and salaried workers, male (%)",Handwashing with soap (%),Government health expenditure (%),Hospital bed density (#),"Medical doctors (# per 10,000)",Medical doctors (#),"Nursing and midwife personnel (# per 10,000)",Nurses (#),Policies to implement IHR (score out of 100),Financing to implement IHR (score out of 100),Financing to respond to health emergencies (score out of 100),IHR coordination (score out of 100),Lab testing access (score out of 100),Early warning surveillance (score out of 100),Mechanism for event management (score out of 100),Human Resources to implement IHR (score out of 100),Emergency preparedness planning (score out of 100),Management of health emergency response (score out of 100),Emergency resource mobilization (score out of 100),IHR case management (score out of 100),Infection prevention and control (score out of 100),Access to essential health services (score out of 100),Risk communication capacity (score out of 100),Transportation capacity (score out of 100),Health response at points of entry (score out of 100),Detection resources and alert (score out of 100),People affected by Natural Disasters.1,People affected by Natural Disasters.2,Humanitarian Aid (FTS).1,INFORM: Region Hazard & Exposure risk score,INFORM: Region Vulnerability risk score,INFORM: Region Lack of Coping Capacity risk score,INFORM: Region Epidemic risk score,INFORM: Income Group Hazard & Exposure risk score,INFORM: Income Group Vulnerability risk score,INFORM: Income Group Lack of Coping Capacity risk score,INFORM: Income Group Epidemic risk score,INFORM: Hazard & Exposure risk class,INFORM: Vulnerability risk class,INFORM: Lack of Coping Capacity risk class
Sudan,SDN,SDN,Sub-Saharan Africa,Lower middle income,Northern Africa,6.2,6.5,5.3,6.0,High,35.2,22.1,54.27399826,34.83000183,50.40100098,20.43899918,41.34500122,44.73199844,0.07500203400000001,0.327554973,-2.320827321,977.2736357000001,-4.629843228,185000000000.0,4430,12410556,72.00791416,-250001,40.50879187,55.91004761,3.5811605280000003,38.2164366,41801533,1078287,33.22399902,47.72900009,37,11.65,8,2.6180000000000003,10683,6.952000000000001,12234,60,20,40,100,40,80,80,60,60,40,20,40,20,40,60,80,40,40,127476,353008,15947.07,6.263043478260868,5.606521739130434,6.282608695652174,6.021739130434782,4.732558139534883,5.0023255813953496,5.027906976744186,4.872093023255812,High,Very High,High
Suriname,SUR,SUR,Latin America & Caribbean,Upper middle income,South America,3.0,4.4,4.0,3.8,Medium,13.3,12.5,4.054999828,9.486000061,12.19399989,32.77000046,88.84400177,57.74399948,12.70438723,15.29505721,1.9,6234.044922,0.9278658870000001,7962399294.0,13820,217328,130.60469799999998,-4999,27.17026337,65.92336673,6.906369902000001,0.0,575991,43,89.31900024,83.91600037,84,11.84,31,12.100999999999999,697,27.569000000000003,1588,60,100,80,60,60,20,20,80,40,40,80,60,40,60,80,40,20,40,0,0,0.0,3.774074074074074,4.633333333333334,3.955555555555555,4.055555555555555,3.75,4.3625,3.910416666666666,3.9395833333333345,Low,Medium,Medium
Sweden,SWE,SWE,Europe & Central Asia,High income: OECD,Northern Europe,3.7,4.2,1.1,2.6,Low,5.2,4.8,0.852999985,2.378000021,6.063000067999999,27.97100067,92.20099640000001,69.65100098,39.84924042,23.99190584,2.225238612,54608.36025,0.9656200490000001,550000000000.0,54030,5452261,126.83074740000002,200000,17.58178546,62.32268961,20.09552493,17.77966074,10175214,248226,94.44499969,86.7480011,99,19.03,26,39.84,39187,118.164,109463,100,100,100,100,100,100,100,80,80,80,80,80,100,100,80,100,100,80,0,0,-110.56,3.014583333333333,3.8666666666666654,2.7375000000000007,3.0812499999999994,3.0451612903225813,3.8387096774193554,1.77741935483871,2.690322580645161,Medium,Medium,Very Low
Switzerland,CHE,CHE,Europe & Central Asia,High income: OECD,Western Europe,3.7,4.2,0.9,2.4,Low,4.3,5.7,2.450000048,3.38499999,8.941000104,29.41300011,87.8789978,67.20200348,46.42094273,38.74016771,2.750516981,82796.54716,1.969887247,586000000000.0,68820,4981104,126.77270870000001,259999,14.91095477,66.46582867,18.62321656,21.81048927,8513227,104037,87.49500275,83.46800232,100,22.7,47,42.957,36324,175.357,145602,100,100,80,100,100,100,80,80,100,100,100,100,100,60,100,100,100,100,16,0,-22.17,3.014583333333333,3.8666666666666654,2.7375000000000007,3.0812499999999994,3.0451612903225813,3.8387096774193554,1.77741935483871,2.690322580645161,Medium,Medium,Very Low
Syrian Arab Republic,SYR,SYR,Middle East & North Africa,Lower middle income,Western Asia,3.3,6.8,4.2,4.6,Medium,5.1,13.5,8.166000366,11.15400028,32.43000054,29.67200089,84.09600067,59.17399979,7.841153912999999,16.16990725,5.699999996,2032.623489,1.3450965330000002,0.0,0,5191776,101.08951540000001,-2136954,31.42154081,64.07533477,4.503124421,25.33144562,16906283,576621,83.74500275,59.48699951,91,4.8,15,12.874,22485,15.405999999999999,26908,40,40,40,40,40,60,60,40,40,60,40,60,40,60,40,80,80,60,0,235000,55895.81,4.500000000000001,4.6049999999999995,3.7050000000000005,4.154999999999999,4.732558139534883,5.0023255813953496,5.027906976744186,4.872093023255812,Low,Very High,Medium
Tajikistan,TJK,TJK,Europe & Central Asia,Low income,Central Asia,4.8,3.7,4.6,4.3,Medium,23.2,6.1,60.24100113,35.60599899,41.7519989,20.85099983,32.49200058,43.54199982,0.067565528,5.393981352999999,7.3000002870000005,826.6215305,4.6994643410000005,36868771430.0,4050,2464952,111.5281656,-99999,36.78428408,60.19382837,3.021887552,35.33836474,9100837,2657,53.05899811,59.52999878,97,6.84,48,21.026,17352,47.534,34696,60,60,60,60,60,60,60,60,80,80,60,80,60,100,80,60,60,60,5725,6750,65.32,3.014583333333333,3.8666666666666654,2.7375000000000007,3.0812499999999994,6.3470588235294105,5.897058823529411,6.447058823529412,6.202941176470589,Medium,Medium,Medium
Tanzania,TZA,TZA,Sub-Saharan Africa,Low income,Eastern Africa,6.6,5.6,5.8,6.0,High,55.8,5.7,67.43199921,63.34899902,82.72800064,10.10599995,29.46100044,26.54500008,1.5293578769999998,0.220618745,5.444967632000001,1060.994615,2.11505516,172000000000.0,3140,27170626,77.24135223,-200381,44.09823815,53.30046267,2.601299178,31.79251906,56318348,278322,10.23099995,18.426000600000002,30,12.31,7,0.14,742,5.843,31940,60,40,60,40,80,60,20,40,60,60,40,60,40,60,60,60,40,40,15873,2005000,984.68,6.263043478260868,5.606521739130434,6.282608695652174,6.021739130434782,6.3470588235294105,5.897058823529411,6.447058823529412,6.202941176470589,Very High,High,High
Thailand,THA,THA,East Asia & Pacific,Upper middle income,South-Eastern Asia,3.6,4.8,3.1,3.8,Medium,15.8,7.0,28.66799927,34.08599854,48.47200012,25.04700089,51.57500076,40.86700058,13.23520776,4.218731476,4.129226103,7273.563206999999,3.80126981,1260000000000.0,18200,38989831,180.18261189999998,97222,17.08698882,71.01211804,11.90089314,29.28677024,69428524,102245,48.79000092,48.86899948,99,13.28,21,8.05,55890,27.593000000000004,191575,100,80,80,100,100,80,80,80,80,80,80,100,80,100,100,80,60,80,0,878885,430.06,4.1000000000000005,4.3,3.763636363636363,3.9454545454545453,3.75,4.3625,3.910416666666666,3.9395833333333345,Medium,Medium,Low
Timor-Leste,TLS,TLS,East Asia & Pacific,Lower middle income,South-Eastern Asia,6.0,4.9,5.9,5.6,High,45.6,6.7,41.18999863,47.16099929999999,67.65499878,11.28499985,51.13399887,41.55400085,0.04755618,0.173978331,2.813982292,2035.5339079999999,0.810281645,8882959384.0,7010,545438,115.81428329999999,-26924,37.78066427,57.90284343,4.316492294,0.0,1267972,1,20.01799965,40.45600128,54,2.44,59,7.224,916,16.68,1497,40,40,40,40,60,80,40,40,40,20,60,20,20,40,60,20,20,20,0,0,31.49,4.1000000000000005,4.3,3.763636363636363,3.9454545454545453,4.732558139534883,5.0023255813953496,5.027906976744186,4.872093023255812,High,Medium,High
Togo,TGO,TGO,Sub-Saharan Africa,Low income,Western Africa,6.9,5.7,7.3,6.6,Very High,51.7,2.4,35.65999985,39.73300171,80.91100121,12.60499954,51.18099976,47.66199875,0.331546351,0.47776087799999994,4.91014754,679.2570836,2.375272507,14045237826.0,1780,3699587,77.88610174,-9999,41.334523499999996,55.79600849,2.8694680110000004,53.06357925,7889094,12336,11.20699978,23.33399963,16,7.85,7,0.774,611,4.102,1951,20,40,20,40,80,60,80,20,40,60,20,40,20,20,60,40,40,0,0,0,37.0,6.263043478260868,5.606521739130434,6.282608695652174,6.021739130434782,6.3470588235294105,5.897058823529411,6.447058823529412,6.202941176470589,Very High,High,Very High
Tonga,TON,TON,East Asia & Pacific,Upper middle income,Polynesia,2.7,3.7,4.3,3.5,Medium,11.7,15.7,2.375,37.95100021,52.24000168,15.05599976,46.25,46.99300003,2.440962431,14.24169307,0.299994245,4364.015561,-0.865346735,672520860.0,6520,40750,104.59412579999999,-3999,35.41575821,58.63058035,5.953661444,0.0,103197,3,41.85499954,49.67900085,93,13.5,0,5.403,55,41.57,429,40,40,100,60,100,80,100,40,40,60,80,80,60,60,80,40,0,0,87000,394,138.15,4.1000000000000005,4.3,3.763636363636363,3.9454545454545453,3.75,4.3625,3.910416666666666,3.9395833333333345,Low,Medium,Medium
Trinidad and Tobago,TTO,TTO,Latin America & Caribbean,High income: nonOECD,Caribbean,3.2,4.1,4.3,3.8,Medium,9.0,11.0,1.305999994,4.208000183,18.14000082,37.25699997,86.22299957,58.53499985,24.53838311,23.12736043,-0.24521369699999998,17129.913090000002,-0.66049439,43062735710.0,30980,666722,141.92934019999998,-3999,20.41957257,68.84547391,10.73495352,73.65127939,1389858,785,84.05400085,70.92800140000001,93,8.17,30,41.675,5792,40.934,5689,20,60,40,60,100,60,20,40,40,80,60,60,60,100,60,80,80,60,150000,0,79.59,3.774074074074074,4.633333333333334,3.955555555555555,4.055555555555555,,,,,Low,Medium,Medium
Tunisia,TUN,TUN,Middle East & North Africa,Upper middle income,Northern Africa,4.0,3.9,4.1,4.0,Medium,7.8,8.5,9.510000229,14.14299965,19.9640007,32.47000122,57.68700027,53.38600159,8.771097017999999,11.25804039,2.4828268380000003,3447.5079100000003,1.315252125,140000000000.0,12070,4087509,127.70719679999999,-20000,24.17012035,67.51420057,8.315679079,28.72941182,11565204,1066,82.65399933,69.88099670000001,91,14.16,23,13.025,14892,25.136,28739,60,80,80,60,100,80,80,60,40,100,80,60,100,60,60,80,20,80,30000,0,46.98,4.500000000000001,4.6049999999999995,3.7050000000000005,4.154999999999999,3.75,4.3625,3.910416666666666,3.9395833333333345,Medium,Medium,Medium
Turkey,TUR,TUR,Europe & Central Asia,Upper middle income,Western Asia,4.2,6.0,3.0,4.2,Medium,4.4,11.1,25.8579998,14.87899971,27.04299927,31.24300003,58.39099884,53.87799835,16.28274432,14.128550599999999,2.82677612,9370.176344,1.305564285,2280000000000.0,27640,33368909,97.30132788,1419610,24.64941014,66.86737692,8.48321294,23.84637047,82319724,3681685,66.65499878,69.36000061,97,10.5,27,18.492,149997,27.107,166142,100,100,100,60,100,100,80,60,20,80,80,60,100,100,40,100,100,80,100,1673,27910.23,3.014583333333333,3.8666666666666654,2.7375000000000007,3.0812499999999994,3.75,4.3625,3.910416666666666,3.9395833333333345,Medium,High,Low
Turkmenistan,TKM,TKM,Europe & Central Asia,Upper middle income,Central Asia,3.1,3.0,4.6,3.5,Medium,17.2,6.1,19.0909996,20.45000076,25.219000100000002,45.39300156,42.69100189,34.1570015,0.086840729,11.84507544,6.199999941000001,6966.635411,4.507616162,108000000000.0,18490,2653434,162.8611033,-25001,30.82236394,64.75100160000001,4.426634462,26.839268699999998,5850908,22,74.09600067,72.11399841,99,8.68,74,22.247,12161,44.273,23090,60,60,60,100,80,80,60,60,80,80,60,60,60,80,60,100,80,60,0,0,0.0,3.014583333333333,3.8666666666666654,2.7375000000000007,3.0812499999999994,3.75,4.3625,3.910416666666666,3.9395833333333345,Low,Low,Medium
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,Eastern Africa,7.2,6.2,6.1,6.5,Very High,54.5,2.5,77.05699921,68.43199921,75.23900032,9.850999832000001,19.70899963,21.7159996,0.02219802,0.43741216200000005,6.152354913,642.7767443,2.274615022,84316598286.0,1970,16658615,57.27260732,843469,46.93052518,51.128487899999996,1.94098692,29.40191291,42723139,1165653,14.95800018,28.02799988,18,10.97,5,1.68,6918,12.382,52907,60,60,40,40,100,80,80,80,60,100,80,100,40,60,80,40,40,80,1000,204803,6179.12,6.263043478260868,5.606521739130434,6.282608695652174,6.021739130434782,6.3470588235294105,5.897058823529411,6.447058823529412,6.202941176470589,Very High,High,High
Ukraine,UKR,UKR,Europe & Central Asia,Lower middle income,Eastern Europe,2.6,4.5,3.7,3.5,Medium,4.1,6.1,12.14400005,16.60899925,14.85200046,34.52199936,74.19000244,48.86899948,12.80325605,14.38824117,3.3354893089999997,3095.173581,3.862732572,382000000000.0,9030,20206988,127.75386100000001,50001,15.81241317,67.75290039,16.43468644,9.554217042000001,44622516,2620,86.51999664,82.19400024,96,10.8,88,29.923000000000002,134986,66.61,284207,100,100,100,100,100,80,60,60,20,80,80,80,20,60,40,60,60,40,600,0,3503.34,3.014583333333333,3.8666666666666654,2.7375000000000007,3.0812499999999994,4.732558139534883,5.0023255813953496,5.027906976744186,4.872093023255812,Low,Medium,Medium
United Arab Emirates,ARE,ARE,Middle East & North Africa,High income: nonOECD,Western Asia,4.4,3.1,1.2,2.5,Low,6.5,16.3,0.009000000000000001,1.695000052,0.932000011,40.24200058,94.52999878,58.06299973,31.40460882,24.31109924,1.726349343,43004.95336,0.207936371,727000000000.0,75440,6840893,208.5048332,200000,14.60350937,84.31148965,1.085000985,33.42625819,9630959,1164,96.34799957,95.99400329999999,99,8.69,12,25.278000000000002,24345,57.271,55158,100,100,100,100,100,100,80,60,100,100,100,100,100,100,100,100,100,100,0,0,0.3,4.500000000000001,4.6049999999999995,3.7050000000000005,4.154999999999999,,,,,Medium,Low,Very Low
United Kingdom,GBR,GBR,Europe & Central Asia,High income: OECD,Northern Europe,3.2,3.5,1.2,2.4,Low,7.7,3.9,0.586000025,1.430999994,12.99799958,27.21699905,92.07900238,71.35199738,39.5970259,47.54109831,1.38567357,42943.90227,0.7297872059999999,3020000000000.0,45350,34541393,118.36512920000001,1303250,17.67808207,63.92605226,18.39586567,16.314527,66460344,126720,89.11799622,81.25900269,99,16.52,28,28.116999999999997,188783,81.723,517200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,40,40,80,4,0,-3.75,3.014583333333333,3.8666666666666654,2.7375000000000007,3.0812499999999994,3.0451612903225813,3.8387096774193554,1.77741935483871,2.690322580645161,Low,Medium,Very Low
United States,USA,USA,North America,High income: OECD,Northern America,2.8,4.2,1.5,2.6,Low,5.2,10.8,0.7260000109999999,1.8639999630000001,3.836999949,29.30999947,90.59400177,68.82599640000001,33.80289286,33.61732058,2.927322728,62794.58565,2.291729492,20800000000000.0,63690,166543859,129.0140075,4774029,18.70903998,65.48330596,15.80765406,6.993059412999999,326687501,313241,94.875,92.84799957,100,21.29,29,26.12,849126,145.48,4729338,100,100,100,100,100,100,100,60,100,100,100,100,100,100,100,100,100,80,1763777,19489,-92.52,2.5999999999999996,4.1,1.4,2.45,3.0451612903225813,3.8387096774193554,1.77741935483871,2.690322580645161,Low,Medium,Very Low
Uruguay,URY,URY,Latin America & Caribbean,High income: nonOECD,South America,2.9,3.5,2.2,2.8,Low,7.6,7.3,3.6070001130000002,11.74400043,24.31999999,27.36000061,87.98999786,60.89599991,28.33601746,33.44267,1.620083629,17277.97011,1.247312548,75681182396.0,21940,1762498,149.9042265,-15000,20.60798107,64.57749939,14.81451953,52.82242945,3449299,391,75.88200378,68.75700378,97,20.77,28,50.794,17456,19.412,6671,100,100,80,100,80,100,80,80,100,100,80,60,60,100,100,80,80,60,11135,13103,8.51,3.774074074074074,4.633333333333334,3.955555555555555,4.055555555555555,,,,,Low,Medium,Low
Uzbekistan,UZB,UZB,Europe & Central Asia,Lower middle income,Central Asia,3.3,3.2,4.8,3.7,Medium,10.3,6.5,24.58200073,23.46800041,41.97700024,38.04999924,58.30500031,38.48199844,12.69699784,10.65473581,5.122118113,1532.3716769999999,3.314122563,290000000000.0,8810,15453701,71.51737128,-44314,28.68605741,66.89480471,4.419137878,14.8117546,32955400,14,54.72499847,57.93000031,100,10.74,40,23.741999999999997,72237,112.804,318196,40,60,100,20,80,60,60,60,80,60,60,80,60,100,60,40,40,40,0,0,2.16,3.014583333333333,3.8666666666666654,2.7375000000000007,3.0812499999999994,4.732558139534883,5.0023255813953496,5.027906976744186,4.872093023255812,Low,Low,Medium
Vanuatu,VUT,VUT,East Asia & Pacific,Lower middle income,Melanesia,4.7,4.0,6.1,4.9,Medium,18.8,11.9,54.98799896,56.49499893,70.41699982,9.399999618999999,42.72800064,34.10499954,1.6119994530000001,1.419297526,3.2,3123.893396,0.671832718,951251026.0,3250,128570,85.90542572,600,38.84823015,57.51161678,3.640153068,0.0,292680,2,24.32099915,31.02499962,34,17.94,0,1.653,46,14.247,417,20,40,20,20,40,100,60,40,20,60,80,20,20,40,60,20,20,20,7286,0,44.79,4.1000000000000005,4.3,3.763636363636363,3.9454545454545453,4.732558139534883,5.0023255813953496,5.027906976744186,4.872093023255812,Medium,Medium,High
Venezuela (Bolivarian Republic of),VEN,VEN,Latin America & Caribbean,Upper middle income,South America,3.3,5.2,4.0,4.1,Medium,11.3,7.0,1.131000042,12.87199974,35.6100018,22.16399956,90.94400024,64.96499634,9.016399628,19.20333832,-3.894386475,16054.49051,-4.731050162,538000000000.0,17900,12364707,71.76613811,-3266243,27.66665058,65.06636280000001,7.26698662,11.52352357,28870195,67289,63.72999954,60.24900055,94,5.8,8,19.475,48000,9.416,27200,100,60,60,100,80,100,80,80,60,40,60,80,60,40,20,100,100,40,10700,2000,2227.64,3.774074074074074,4.633333333333334,3.955555555555555,4.055555555555555,3.75,4.3625,3.910416666666666,3.9395833333333345,Low,High,Medium
Vietnam,VNM,VNM,East Asia & Pacific,Lower middle income,South-Eastern Asia,4.2,4.0,4.1,4.1,Medium,11.5,6.0,38.66199875,36.16099929999999,54.07400036,31.72900009,38.14899826,32.10900116,13.6002095,4.4965804,7.075788617000001,2566.59695,6.018088398,662000000000.0,6930,57364217,147.19527340000002,-399999,23.17267683,69.55234487,7.274978298,23.73553763,95540395,990,38.29800034,49.0019989,84,14.22,26,8.281,77539,14.463,106654,100,60,100,80,80,80,40,60,40,60,80,60,60,80,60,60,40,80,283756,146909,54.4,4.1000000000000005,4.3,3.763636363636363,3.9454545454545453,4.732558139534883,5.0023255813953496,5.027906976744186,4.872093023255812,Medium,Medium,Medium
Yemen,YEM,YEM,Middle East & North Africa,Lower middle income,Western Asia,6.3,7.0,6.5,6.6,Very High,28.7,5.4,46.54499817,27.72999954,45.62699986,9.98900032,42.5719986,62.28099823,1.3556065030000002,4.275220902,-2.701474865,944.4084993999999,-4.968006747,98134775322.0,3800,6734740,53.67893316,-150000,39.61489027,57.50883997,2.876269756,26.61546495,28498687,264369,29.97800064,48.27099991,59,3.93,7,5.251,13560,7.852,22377,40,40,60,40,100,80,80,80,60,60,60,60,40,40,60,40,40,20,15874,601028,93265.95,4.500000000000001,4.6049999999999995,3.7050000000000005,4.154999999999999,4.732558139534883,5.0023255813953496,5.027906976744186,4.872093023255812,High,Very High,Very High
Zambia,ZMB,ZMB,Sub-Saharan Africa,Lower middle income,Eastern Africa,6.8,5.5,6.5,6.2,High,60.6,4.5,54.22999954,43.88600159,78.13399887,16.7159996,41.33900070000001,39.39799881,0.24991776,0.5788709679999999,3.794900917,1539.900158,0.815169499,71188082112.0,4100,7401808,89.15704437,-40000,44.93614116,52.96418082,2.099678026,33.42093408,17351822,49879,11.75699997,30.5720005,26,11.31,20,11.867,20591,13.376,22722,80,40,80,80,60,60,80,80,60,60,80,80,60,60,40,80,80,40,0,0,450.07,6.263043478260868,5.606521739130434,6.282608695652174,6.021739130434782,4.732558139534883,5.0023255813953496,5.027906976744186,4.872093023255812,Very High,High,Very High
Zimbabwe,ZWE,ZWE,Sub-Saharan Africa,Low income,Eastern Africa,4.9,6.0,5.2,5.3,High,54.6,1.8,69.95099640000001,63.05199814,64.73900127,11.36400032,28.13100052,25.58399963,1.40632166,1.8619896580000002,6.159189798,2146.9963850000004,4.672029258999999,43554746133.0,3020,7040147,89.40486891,-584288,42.40106624,54.65941011,2.939523653,32.57634449,14439018,7797,25.10199928,44.72200012,36,8.49,17,2.096,3026,19.346,27934,40,40,80,60,60,60,80,60,20,40,20,40,40,40,20,40,20,40,5164,7870186,3666.35,6.263043478260868,5.606521739130434,6.282608695652174,6.021739130434782,6.3470588235294105,5.897058823529411,6.447058823529412,6.202941176470589,Medium,High,High
